knee_min,knee_avg,knee_max,hip_min,hip_avg,hip_max,back_min,back_avg,back_max,score
84.64390006756807,93.7678576602479,102.89181525292773,75.62688850313558,80.95304694689628,86.27920539065698,26.109444947564068,28.899863008405067,31.690281069246065,1.0
71.45696215508393,92.07805082202461,112.69913948896529,30.0,41.646759543664196,66.19540732609411,55.32316734124255,64.94655844802531,74.56994955480808,0.0
68.45541704561909,74.58511274633585,80.71480844705262,70.69494244867033,78.36647510712832,86.03800776558631,26.721464031339153,32.28072850495105,37.83999297856295,1.0
75.64925213613623,78.79788043095783,81.94650872577944,67.91034391598264,74.12139968434072,80.3324554526988,29.695286197927757,32.9951067323754,36.29492726682304,1.0
62.90844635468988,71.16126031799995,79.41407428131001,61.415405788680324,65.9683443290552,70.52128286943008,41.39397826596054,48.722138431333335,56.05029859670613,1.0
66.7539673186047,75.23068845866854,83.70740959873238,79.1524566533334,91.05398159072942,102.95550652812544,16.167702567956628,24.881529393791155,33.595356219625685,0.9393086587082735
84.15665530982409,86.82116522702417,89.48567514422425,74.88017923054316,78.25044568707963,81.6207121436161,34.38753433996568,37.80102031766716,41.214506295368636,1.0
84.81368593058616,94.23961569411397,103.66554545764177,81.2764304761116,92.88246295474661,104.48849543338163,32.838128295161546,39.94749947027713,47.05687064539271,1.0
75.84425441135147,77.54777721144889,79.2513000115463,67.67454287712839,71.50660661526528,75.33867035340218,29.669654194576687,34.07023547660844,38.47081675864019,1.0
69.22449016007678,77.02336274218452,84.82223532429225,54.11367353770735,64.93234787411669,75.75102221052603,19.429331408991686,26.863766091994272,34.29820077499686,1.0
62.38056290547259,69.93578407670861,77.49100524794464,84.35911226881387,98.92768570729005,113.49625914576623,38.3757591214949,49.160286721639494,59.94481432178409,0.776671521750594
77.63864370321245,79.66005447107554,81.68146523893863,77.02227975654651,82.26206851751186,87.50185727847722,33.24101614678865,34.963470372789736,36.68592459879082,1.0
69.02233980230223,78.12958305066867,87.23682629903512,70.77320318553369,82.31451149743246,93.85581980933124,33.70740189935722,36.80537312904873,39.90334435874024,1.0
84.92648045514991,98.03925243084487,111.15202440653982,83.82007483362975,96.25803079727366,108.69598676091758,32.70275553759064,40.90931317527976,49.115870812968886,0.8361986115424223
74.76115721532265,76.40258855091295,78.04401988650325,74.34207233881764,77.72820822527561,81.11434411173357,32.95207770872921,37.62856036747054,42.30504302621187,1.0
70.9707151060894,80.25957307589074,89.54843104569208,63.35360655866204,68.00793579220678,72.66226502575152,28.93767988657418,32.2437863228442,35.54989275911422,1.0
87.06737022185283,106.56842656950919,126.06948291716554,87.6617660615307,109.71684721501742,131.77192836850415,9.768613548262373,26.194203533162153,42.61979351806193,0.0
79.9133647796371,90.18600387910156,100.45864297856602,66.19468026552998,71.13012162401523,76.06556298250048,26.062840120417263,30.698379063548543,35.33391800667982,0.9931840225133886
95.46700785750527,103.03652916281717,110.60605046812908,68.97072812316615,80.64483815465394,92.31894818614172,22.985322163826588,28.88431241882921,34.783302673831834,0.8660578472863805
87.31032207366769,93.57274259781298,99.83516312195826,68.1820106104088,78.15767176101781,88.13333291162682,26.731829645877546,34.09074005948235,41.449650473087154,1.0
50.16603311938971,67.6247607077755,85.08348829616128,49.79765736967956,64.07026478534158,78.34287220100359,3.617573501473,17.21321684127197,30.808860181070937,0.36288588412858364
65.33644353159346,71.28696878124974,77.23749403090602,85.75302993816362,91.78930600883288,97.82558207950214,23.67510800089276,28.622371802280576,33.56963560366839,1.0
46.861835794716846,66.94386900580503,87.0259022168932,87.36500606641141,100.9295692262974,114.4941323861834,47.51514958951904,58.692980916711576,69.87081224390411,0.39710015902924034
78.81873869729715,91.67648553804473,104.53423237879231,39.56436124737212,55.4173862032645,71.27041115915688,26.432313770870525,32.83120259886943,39.23009142686834,0.8327556159558139
78.13256863315686,82.68160826144714,87.23064788973741,60.759198228761434,65.33175657855712,69.9043149283528,29.639331861535997,33.39743662796907,37.15554139440215,1.0
80.56629602845788,87.27344345256165,93.98059087666542,87.61662158054477,92.78554960578572,97.95447763102666,30.459291170053515,33.52665877625646,36.594026382459404,1.0
97.54463032094134,111.41375473666866,125.28287915239599,70.54039067971608,92.79872368273432,115.05705668575256,35.515542912407675,48.31204869596774,61.108554479527804,0.13524373524130548
62.04705888947419,72.32756919514748,82.60807950082076,82.1332696138938,91.51463200071657,100.89599438753935,29.229696903154213,33.47574477621752,37.72179264928082,0.9929872423581678
88.48464875497768,104.85551299762886,121.22637724028004,82.87221628991455,96.79253275145743,110.71284921300031,17.15338324409235,23.365598599801952,29.577813955511555,0.6358893736434429
82.31207840192185,92.4500341761713,102.58798995042075,30.0,48.11772342928257,68.0702499659034,6.195614516598134,15.30369503077312,24.411775544948107,0.48453867959797525
78.73365112579913,87.29737994231733,95.86110875883554,57.79590244966553,67.84942583111959,77.90294921257365,26.804228696623664,30.931227187420003,35.058225678216346,1.0
76.48941084741895,92.48164495236074,108.47387905730253,76.27368750466589,89.4567735380206,102.63985957137531,15.98912219017795,23.7469907131237,31.50485923606945,0.8177839774190332
65.28866720120996,76.09974108447709,86.91081496774422,62.17602464433115,73.75842036333661,85.34081608234207,34.304409132223334,40.778465649931576,47.25252216763982,0.9797231529183218
76.97497325892692,84.42259711565897,91.87022097239102,56.69266159320877,66.83350457293156,76.97434755265435,29.397729228864126,32.019309061021396,34.64088889317866,1.0
51.9509481268233,68.85553397035244,85.76011981388157,90.58707071795077,107.23571462015525,123.88435852235973,29.69042338625127,34.806348010217775,39.92227263418428,0.5882574273223894
55.47306809655696,79.972890382212,104.47271266786704,94.29445633512982,117.08959816714022,139.8847399991506,21.31595623815589,32.66693352417514,44.017910810194394,0.0726244995800337
59.642149160648046,72.18454036093944,84.72693156123083,60.50177938425631,84.54410099666802,108.58642260907973,43.56117609960474,56.76178780049838,69.96239950139203,0.2593523611940761
77.03985162162002,82.9950939470892,88.95033627255839,63.19170239054806,67.80168030473048,72.4116582189129,39.067905916779615,43.16059607891933,47.25328624105905,1.0
84.0292926871579,95.12420419935546,106.21911571155302,52.021899101084465,67.6155106558696,83.20912221065474,40.90149339781645,52.404535787167234,63.907578176518015,0.6820161211729747
68.27122349995764,85.79396792026564,103.31671234057364,84.11415535567554,103.86361431734201,123.61307327900849,41.66008594110119,57.1180126354622,72.57593932982321,0.0
58.025916690008344,73.65966097960751,89.29340526920667,30.0,47.51855518726952,66.19275730221213,5.000556246479924,17.156536427804525,29.312516609129126,0.25958306776603923
